# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationComputeMappingBetweenMeshes;n;durationInitCellml;n;durationMap;n;durationMapFinalize;n;durationMapPrepare;n;durationParaview1D;n;durationParaview1DInit;n;durationParaview1DReduction;n;durationParaview1DWrite;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_activationSolver;n;durationSolve_potentialFlowSolver;n;durationWriteOutput;n;durationWriteOutputParaview;n;duration_bidomain;n;duration_subdomains_xy_init;n;duration_subdomains_z_init;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;activationSolver_preconditionerType;activationSolver_solverType;currentSimulationTime;dt_0D;dt_1D;dt_3D;dt_splitting;duration_subdomains_xy_n;duration_subdomains_z_n;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;meta_partitioning;nInstancesComputedGlobally;nIterations_activationSolver;nIterations_potentialFlowSolver;potentialFlowSolver_preconditionerType;potentialFlowSolver_solverType;residualNorm_activationSolver;residualNorm_potentialFlowSolver;scenarioName;totalUsertime;~nDofs;~nDofs3Dmesh;~nDofsFiber0;~nElements;~nElements3Dmesh;~nElementsFiber0;~nNodes;~nNodes3Dmesh;~nNodesFiber0;nIterationsTotal_activationSolver;nIterationsTotal_potentialFlowSolver;
2021/1/16 11:52:07;pcsgs02;opendihu 1.2, built Jan 14 2021, C++ 201402, GCC 10.2.0;1;0;0.002513;172;10.4042;169;1.1352;169;1.52393;5577;0.0748485;33;0.00154208;33;7.08639;66;0.00301208;5;7.55105e-06;1;4.00646;33;0.029802;66;3.65109e-05;4;0.0072254;66;0.00584326;5;2.67103e-06;1;0.00989693;33;7.13006;66;0.0250464;1;1.8165e-05;172;0.407829;172;0.0744497;33;0.0100455;1;7.13113;438;7.13086;99;0.076459;33;1.61361;1;1.216;1;0;0;22.1649;33;0.109849;33;12.1128;33;0.00764823;33;none;cg;13.200000;0.003;0.001;0.4;0.003;1;169;100;Interrupt;2;none;cg;539664384;4096;620285952;6370951168;[1, 1, 1];169;68;219;none;gmres;0.000482118;9.65283e-10;double;35.86;1481;1519;1481;1480;1080;1480;1481;1519;1481;2317;219;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationComputeMappingBetweenMeshes;n;durationInitCellml;n;durationMap;n;durationMapFinalize;n;durationMapPrepare;n;durationParaview1D;n;durationParaview1DInit;n;durationParaview1DReduction;n;durationParaview1DWrite;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_activationSolver;n;durationSolve_potentialFlowSolver;n;durationWriteOutput;n;durationWriteOutputParaview;n;duration_bidomain;n;duration_subdomains_xy_init;n;duration_subdomains_z_init;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;activationSolver_preconditionerType;activationSolver_solverType;currentSimulationTime;dt_0D;dt_1D;dt_3D;dt_splitting;duration_subdomains_xy_n;duration_subdomains_z_n;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;meta_partitioning;nInstancesComputedGlobally;nIterations_activationSolver;nIterations_potentialFlowSolver;potentialFlowSolver_preconditionerType;potentialFlowSolver_solverType;residualNorm_activationSolver;residualNorm_potentialFlowSolver;scenarioName;totalUsertime;~nDofs;~nDofs3Dmesh;~nDofsFiber0;~nElements;~nElements3Dmesh;~nElementsFiber0;~nNodes;~nNodes3Dmesh;~nNodesFiber0;nIterationsTotal_activationSolver;nIterationsTotal_potentialFlowSolver;
2021/1/16 11:52:08;pcsgs02;opendihu 1.2, built Jan 14 2021, C++ 201402, GCC 10.2.0;1;0;0.002513;172;10.4042;169;1.1352;169;1.52393;5577;0.0748485;33;0.00154208;33;7.08639;66;0.00301208;5;7.55105e-06;1;4.00646;33;0.029802;66;3.65109e-05;4;0.0072254;66;0.00584326;5;2.67103e-06;1;0.00989693;33;7.13006;66;0.0250464;1;1.8165e-05;172;0.407829;172;0.0744497;33;0.0100455;1;7.13113;438;7.13086;99;0.076459;33;1.61361;1;1.216;1;0;0;22.1649;33;0.109849;33;12.1128;33;0.00764823;33;none;cg;13.200000;0.003;0.001;0.4;0.003;1;169;100;Interrupt;2;none;cg;539664384;4096;620285952;6370951168;[1, 1, 1];169;68;219;none;gmres;0.000482118;9.65283e-10;double;35.86;1481;1519;1481;1480;1080;1480;1481;1519;1481;2317;219;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationComputeMappingBetweenMeshes;n;durationInitCellml;n;durationMap;n;durationMapPrepare;n;durationParaview1D;n;durationParaview1DInit;n;durationParaview1DReduction;n;durationParaview1DWrite;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_potentialFlowSolver;n;durationWriteOutput;n;durationWriteOutputParaview;n;duration_subdomains_xy_init;n;duration_subdomains_z_init;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_transfer12;n;activationSolver_preconditionerType;activationSolver_solverType;dt_0D;dt_1D;dt_3D;dt_splitting;duration_subdomains_xy_n;duration_subdomains_z_n;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;meta_partitioning;nInstancesComputedGlobally;nIterations_potentialFlowSolver;potentialFlowSolver_preconditionerType;potentialFlowSolver_solverType;residualNorm_potentialFlowSolver;scenarioName;totalUsertime;~nDofs;~nDofs3Dmesh;~nDofsFiber0;~nElements;~nElements3Dmesh;~nElementsFiber0;~nNodes;~nNodes3Dmesh;~nNodesFiber0;nIterationsTotal_potentialFlowSolver;
2021/1/16 12:00:12;pcsgs02;opendihu 1.2, built Jan 14 2021, C++ 201402, GCC 10.2.0;1;0;0.00257529;172;2.62067;25;0.11496;169;0.00776239;25;8.5506e-05;1;0.204057;1;0.00297818;3;2.50601e-06;1;0.121211;1;0.00325397;1;3.6949e-05;2;0.00334513;1;0.00645162;2;0.0;0;0.0;0;0.210748;1;0.0210826;1;2.0244e-05;172;0.37114;172;0.00975791;1;0.210823;340;0.210767;1;0.526842;1;0.184935;1;0;0;0.531112;1;0;0;none;cg;0.003;0.001;0.4;0.003;1;169;100;Interrupt;2;none;cg;506363904;4096;587018240;6337658880;[1, 1, 1];169;219;none;gmres;9.65283e-10;double;5.76;1481;1519;1481;1480;1080;1480;1481;1519;1481;219;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationComputeMappingBetweenMeshes;n;durationInitCellml;n;durationMap;n;durationMapPrepare;n;durationParaview1D;n;durationParaview1DInit;n;durationParaview1DReduction;n;durationParaview1DWrite;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_potentialFlowSolver;n;durationWriteOutput;n;durationWriteOutputParaview;n;duration_subdomains_xy_init;n;duration_subdomains_z_init;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_transfer12;n;activationSolver_preconditionerType;activationSolver_solverType;dt_0D;dt_1D;dt_3D;dt_splitting;duration_subdomains_xy_n;duration_subdomains_z_n;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;meta_partitioning;nInstancesComputedGlobally;nIterations_potentialFlowSolver;potentialFlowSolver_preconditionerType;potentialFlowSolver_solverType;residualNorm_potentialFlowSolver;scenarioName;totalUsertime;~nDofs;~nDofs3Dmesh;~nDofsFiber0;~nElements;~nElements3Dmesh;~nElementsFiber0;~nNodes;~nNodes3Dmesh;~nNodesFiber0;nIterationsTotal_potentialFlowSolver;
2021/1/16 12:00:35;pcsgs02;opendihu 1.2, built Jan 14 2021, C++ 201402, GCC 10.2.0;1;0;0.00239664;172;6.59271;157;0.109825;169;0.0490638;157;8.5549e-05;1;0.206354;1;0.00325546;3;3.08e-06;1;0.121054;1;0.00314329;1;3.4866e-05;2;0.00315706;1;0.0061644;2;0.0;0;0.0;0;0.212739;1;0.0139622;1;1.86318e-05;172;0.371185;172;0.00986943;1;0.212816;340;0.212756;1;0.50896;1;0.176746;1;0;0;0.68563;1;0;0;none;cg;0.003;0.001;0.4;0.003;1;169;100;Interrupt;2;none;cg;506327040;4096;578748416;6337613824;[1, 1, 1];169;219;none;gmres;9.65283e-10;double;9.41;1481;1519;1481;1480;1080;1480;1481;1519;1481;219;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationComputeMappingBetweenMeshes;n;durationInitCellml;n;durationMap;n;durationMapFinalize;n;durationMapPrepare;n;durationParaview1D;n;durationParaview1DInit;n;durationParaview1DReduction;n;durationParaview1DWrite;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_activationSolver;n;durationSolve_potentialFlowSolver;n;durationWriteOutput;n;durationWriteOutputParaview;n;duration_bidomain;n;duration_subdomains_xy_init;n;duration_subdomains_z_init;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;activationSolver_preconditionerType;activationSolver_solverType;currentSimulationTime;dt_0D;dt_1D;dt_3D;dt_splitting;duration_subdomains_xy_n;duration_subdomains_z_n;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;meta_partitioning;nInstancesComputedGlobally;nIterations_activationSolver;nIterations_potentialFlowSolver;potentialFlowSolver_preconditionerType;potentialFlowSolver_solverType;residualNorm_activationSolver;residualNorm_potentialFlowSolver;scenarioName;totalUsertime;~nDofs;~nDofs3Dmesh;~nDofsFiber0;~nElements;~nElements3Dmesh;~nElementsFiber0;~nNodes;~nNodes3Dmesh;~nNodesFiber0;nIterationsTotal_activationSolver;nIterationsTotal_potentialFlowSolver;
2021/1/16 12:58:34;pcsgs02;opendihu 1.2, built Jan 14 2021, C++ 201402, GCC 10.2.0;1;0;0.00247291;172;10.736;169;0.112306;169;1.72232;6253;0.0840095;37;0.00174798;37;7.74206;74;0.00331228;5;3.25998e-06;1;4.81528;37;0.0339612;74;3.911e-05;4;0.0080252;74;0.00643267;5;3.258e-06;1;0.0114993;37;7.79119;74;0.0266042;1;1.39016e-05;172;0.364378;172;0.0830012;37;0.0103248;1;7.79237;450;7.7921;111;0.0851552;37;0.511545;1;0.179779;1;0;0;24.6556;37;0.123036;37;12.6648;37;0.00830412;37;none;cg;14.800000;0.003;0.001;0.4;0.003;1;169;100;Interrupt;2;none;cg;540573696;4096;613302272;6371868672;[1, 1, 1];169;68;219;none;gmres;0.000548227;9.65283e-10;double;39.11;1481;1519;1481;1480;1080;1480;1481;1519;1481;2592;219;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationComputeMappingBetweenMeshes;n;durationInitCellml;n;durationMap;n;durationMapFinalize;n;durationMapPrepare;n;durationParaview1D;n;durationParaview1DInit;n;durationParaview1DReduction;n;durationParaview1DWrite;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_activationSolver;n;durationSolve_potentialFlowSolver;n;durationWriteOutput;n;durationWriteOutputParaview;n;duration_bidomain;n;duration_subdomains_xy_init;n;duration_subdomains_z_init;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;activationSolver_preconditionerType;activationSolver_solverType;currentSimulationTime;dt_0D;dt_1D;dt_3D;dt_splitting;duration_subdomains_xy_n;duration_subdomains_z_n;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;meta_partitioning;nInstancesComputedGlobally;nIterations_activationSolver;nIterations_potentialFlowSolver;potentialFlowSolver_preconditionerType;potentialFlowSolver_solverType;residualNorm_activationSolver;residualNorm_potentialFlowSolver;scenarioName;totalUsertime;~nDofs;~nDofs3Dmesh;~nDofsFiber0;~nElements;~nElements3Dmesh;~nElementsFiber0;~nNodes;~nNodes3Dmesh;~nNodesFiber0;nIterationsTotal_activationSolver;nIterationsTotal_potentialFlowSolver;
2021/1/16 13:01:21;pcsgs02;opendihu 1.2, built Jan 14 2021, C++ 201402, GCC 10.2.0;1;0;0.00230027;172;10.6057;169;0.117413;169;11.0325;42250;0.525235;250;0.0132551;250;50.3683;504;0.00298592;7;3.24001e-06;1;30.4408;250;0.210279;504;7e-05;6;0.0461228;504;0.00769311;8;5.73398e-06;2;0.0816122;254;50.6743;504;0.027182;1;1.90217e-05;172;0.367212;172;0.0117148;250;0.0094328;1;50.6815;1089;50.68;750;0.02532;250;0.551227;1;0.188177;1;154.903;1;131.57;250;0.288331;250;22.9749;250;0.0570668;250;none;cg;100.000000;0.003;0.001;0.4;0.003;1;169;100;normal;;none;cg;570720256;4096;643444736;6402015232;[1, 1, 1];169;0;219;none;gmres;7.74909e-05;9.65283e-10;double;154.48;1481;1519;1481;1480;1080;1480;1481;1519;1481;220;219;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationComputeMappingBetweenMeshes;n;durationInitCellml;n;durationMap;n;durationMapFinalize;n;durationMapPrepare;n;durationParaview1D;n;durationParaview1DInit;n;durationParaview1DReduction;n;durationParaview1DWrite;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_activationSolver;n;durationSolve_potentialFlowSolver;n;durationWriteOutput;n;durationWriteOutputParaview;n;duration_bidomain;n;duration_subdomains_xy_init;n;duration_subdomains_z_init;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;activationSolver_preconditionerType;activationSolver_solverType;currentSimulationTime;dt_0D;dt_1D;dt_3D;dt_splitting;duration_subdomains_xy_n;duration_subdomains_z_n;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;meta_partitioning;nInstancesComputedGlobally;nIterations_activationSolver;nIterations_potentialFlowSolver;potentialFlowSolver_preconditionerType;potentialFlowSolver_solverType;residualNorm_activationSolver;residualNorm_potentialFlowSolver;scenarioName;totalUsertime;~nDofs;~nDofs3Dmesh;~nDofsFiber0;~nElements;~nElements3Dmesh;~nElementsFiber0;~nNodes;~nNodes3Dmesh;~nNodesFiber0;nIterationsTotal_activationSolver;nIterationsTotal_potentialFlowSolver;
2021/1/16 13:18:19;pcsgs02;opendihu 1.2, built Jan 14 2021, C++ 201402, GCC 10.2.0;1;0;0.00238229;172;10.3712;169;0.114018;169;1.13469;4225;0.0543949;25;0.00110123;25;5.42132;50;0.00296878;5;8.71898e-06;1;2.95657;25;0.0225253;50;3.55801e-05;4;0.00609234;50;0.00576552;5;2.80095e-06;1;0.00709939;25;5.45458;50;0.0180274;1;2.09317e-05;172;0.361316;172;0.0164642;25;0.0100756;1;5.45538;414;5.45517;75;0.0179097;25;0.524691;1;0.183143;1;25.1449;1;13.4522;25;0.0422194;25;11.6436;25;0.00566195;25;none;cg;10.000000;0.003;0.001;0.4;0.003;1;169;10;normal;;none;cg;534880256;4096;607887360;6366175232;[1, 1, 1];169;0;219;none;gmres;0.000403793;9.65283e-10;double;25.95;1481;1519;1481;1480;1080;1480;1481;1519;1481;510;219;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationComputeMappingBetweenMeshes;n;durationInitCellml;n;durationMap;n;durationMapFinalize;n;durationMapPrepare;n;durationParaview1D;n;durationParaview1DInit;n;durationParaview1DReduction;n;durationParaview1DWrite;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_activationSolver;n;durationSolve_potentialFlowSolver;n;durationWriteOutput;n;durationWriteOutputParaview;n;duration_bidomain;n;duration_subdomains_xy_init;n;duration_subdomains_z_init;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;activationSolver_preconditionerType;activationSolver_solverType;currentSimulationTime;dt_0D;dt_1D;dt_3D;dt_splitting;duration_subdomains_xy_n;duration_subdomains_z_n;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;meta_partitioning;nInstancesComputedGlobally;nIterations_activationSolver;nIterations_potentialFlowSolver;potentialFlowSolver_preconditionerType;potentialFlowSolver_solverType;residualNorm_activationSolver;residualNorm_potentialFlowSolver;scenarioName;totalUsertime;~nDofs;~nDofs3Dmesh;~nDofsFiber0;~nElements;~nElements3Dmesh;~nElementsFiber0;~nNodes;~nNodes3Dmesh;~nNodesFiber0;nIterationsTotal_activationSolver;nIterationsTotal_potentialFlowSolver;
2021/1/16 13:34:23;pcsgs02;opendihu 1.2, built Jan 14 2021, C++ 201402, GCC 10.2.0;1;0;0.00240599;172;10.6502;169;0.111922;169;1.08743;4225;0.0517228;25;0.00106412;25;5.24093;50;0.00329793;5;8.09703e-06;1;2.82893;25;0.0222568;50;4.2095e-05;4;0.00637383;50;0.00644445;5;3.10695e-06;1;0.00674892;25;5.27418;50;0.0236928;1;1.54978e-05;172;0.361145;172;0.00726153;25;0.0103209;1;5.27496;414;5.27476;75;0.00864655;25;0.512228;1;0.179858;1;767.589;1;755.677;25;0.0322535;25;11.8725;25;0.00566428;25;none;cg;10.000000;3e-05;1e-05;0.4;3e-05;1;169;10;normal;;none;cg;534876160;4096;607330304;6366171136;[1, 1, 1];169;0;219;none;gmres;8.3575e-05;9.65283e-10;double;768.54;1481;1519;1481;1480;1080;1480;1481;1519;1481;220;219;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationComputeMappingBetweenMeshes;n;durationInitCellml;n;durationMap;n;durationMapFinalize;n;durationMapPrepare;n;durationParaview1D;n;durationParaview1DInit;n;durationParaview1DReduction;n;durationParaview1DWrite;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_activationSolver;n;durationSolve_potentialFlowSolver;n;durationWriteOutput;n;durationWriteOutputParaview;n;duration_0D;n;duration_1D;n;duration_bidomain;n;duration_subdomains_xy_init;n;duration_subdomains_z_init;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;activationSolver_preconditionerType;activationSolver_solverType;currentSimulationTime;dt_0D;dt_1D;dt_3D;dt_splitting;duration_subdomains_xy_n;duration_subdomains_z_n;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;meta_partitioning;nInstancesComputedGlobally;nIterations_activationSolver;nIterations_potentialFlowSolver;potentialFlowSolver_preconditionerType;potentialFlowSolver_solverType;residualNorm_activationSolver;residualNorm_potentialFlowSolver;scenarioName;totalUsertime;~nDofs;~nDofs3Dmesh;~nDofsFiber0;~nElements;~nElements3Dmesh;~nElementsFiber0;~nNodes;~nNodes3Dmesh;~nNodesFiber0;nIterationsTotal_activationSolver;nIterationsTotal_potentialFlowSolver;
